SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
114380,0,0,0,1,1,0,202500.0,706410.0,67203.0,679500.0,1,5,1,1,1,0.018634,-17322,-3554,-6851.0,-865,2.0,1,1,0,1,1,0,10,2.0,2,2,1,18,0,0,0,0,0,0,45,,0.5205240044853812,0.5602843280409464,0.133,0.1571,0.9786,0.7076,0.0,0.0,0.2759,0.1667,0.0417,0.0,1.0,0.12300000000000001,0.0,0.0,0.1355,0.163,0.9786,0.7190000000000001,0.0,0.0,0.2759,0.1667,0.0417,0.0,1.0,0.1281,0.0,0.0,0.1343,0.1571,0.9786,0.7115,0.0,0.0,0.2759,0.1667,0.0417,0.0,1.0,0.1252,0.0,0.0,4,0,0.1048,5,0,2.0,0.0,1.0,0.0,-1706.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
117071,0,0,1,1,1,2,90000.0,894906.0,26163.0,747000.0,1,5,4,1,1,0.006852,-15793,-78,-234.0,-4666,16.0,1,1,0,1,0,0,17,4.0,3,3,2,8,0,0,0,0,1,1,57,,0.41202964656039337,0.6023863442690867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0.0,0.0,0.0,0.0,-2105.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
122150,0,0,0,1,0,0,270000.0,592560.0,30424.5,450000.0,6,5,1,2,2,0.010006,-14700,-5470,-5023.0,-5023,6.0,1,1,0,1,0,0,15,1.0,2,1,5,10,0,0,0,0,0,0,19,0.4338034507117568,0.7895816976503011,0.5620604831738043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,1.0,0.0,1.0,0.0,-902.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,1.0
117094,0,0,0,0,1,1,157500.0,449352.0,12357.0,355500.0,6,5,2,1,1,0.008865999999999999,-10926,-215,-3881.0,-1685,,1,1,0,1,1,0,10,3.0,2,2,1,10,0,0,0,0,0,0,45,,0.12926917001557048,0.326475210066026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
111579,0,0,1,1,1,0,135000.0,284400.0,22599.0,225000.0,1,5,4,3,1,0.031329,-10534,-1424,-6345.0,-3209,7.0,1,1,0,1,0,0,17,1.0,2,2,1,15,0,0,0,0,0,0,3,0.2279285962666159,0.6976693268523538,0.1940678276718812,0.1124,0.1575,0.9906,0.8708,0.0167,0.0,0.2414,0.1667,0.2083,0.141,0.0916,0.1192,0.0,0.0,0.1145,0.1634,0.9906,0.8759,0.0169,0.0,0.2414,0.1667,0.2083,0.1443,0.1001,0.1242,0.0,0.0,0.1135,0.1575,0.9906,0.8725,0.0168,0.0,0.2414,0.1667,0.2083,0.1435,0.0932,0.1213,0.0,0.0,3,0,0.0941,4,0,8.0,1.0,8.0,1.0,-1011.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
101494,0,0,0,0,1,1,67500.0,906228.0,46399.5,810000.0,6,0,4,1,1,0.031329,-14321,-1103,-6351.0,-4825,,1,1,0,1,0,0,17,3.0,2,2,1,12,0,0,0,0,0,0,37,0.6168178210211221,0.5195415432274064,0.4525335592581747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0.0,0.0,0.0,0.0,-119.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
107524,0,0,1,0,0,0,126000.0,450000.0,25965.0,450000.0,1,5,4,1,1,0.015221,-10985,-145,-3636.0,-3633,,1,1,0,1,1,0,15,2.0,2,2,0,15,0,0,0,0,0,0,45,,0.5154464138189434,0.8004513396487078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,0,1.0,0.0,1.0,0.0,-1884.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
112665,1,0,0,0,1,0,90000.0,808650.0,23773.5,675000.0,6,1,4,4,1,0.005084,-21921,365243,-7346.0,-4292,,1,0,0,1,0,0,10,1.0,2,2,0,14,0,0,0,0,0,0,53,,0.6156649799483481,,0.0278,0.0451,,,,,0.1034,0.0833,,,,,,,0.0284,0.0468,,,,,0.1034,0.0833,,,,,,,0.0281,0.0451,,,,,0.1034,0.0833,,,,,,,0,0,0.0197,4,0,0.0,0.0,0.0,0.0,-510.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
104668,0,0,1,1,0,0,121500.0,376078.5,18288.0,310500.0,6,0,4,1,1,0.00702,-8702,-565,-7873.0,-1094,24.0,1,1,0,1,0,0,17,2.0,2,2,1,12,0,0,0,0,0,0,34,0.22328184064999645,0.4709725437798912,0.35233997269170386,0.0454,0.0722,0.9891,0.8504,,0.0,0.1034,0.125,0.0417,0.0581,0.037000000000000005,0.0459,0.0,0.0,0.0462,0.075,0.9891,0.8563,,0.0,0.1034,0.125,0.0417,0.0595,0.0404,0.0478,0.0,0.0,0.0458,0.0722,0.9891,0.8524,,0.0,0.1034,0.125,0.0417,0.0591,0.0376,0.0467,0.0,0.0,0,0,0.0396,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
107128,1,0,0,0,1,0,139500.0,148365.0,10678.5,135000.0,6,0,4,1,1,0.008068,-13426,-1177,-6415.0,-3401,,1,1,1,1,1,0,6,2.0,3,3,4,6,0,0,0,0,0,0,45,,0.18009233027693486,0.4543210601605785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,2.0,1.0,2.0,1.0,-1671.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
105870,0,0,0,0,1,1,112500.0,55692.0,4909.5,45000.0,6,0,4,0,1,0.019101,-14568,-3889,-55.0,-4299,,1,1,0,1,0,0,6,3.0,2,2,4,16,0,0,0,0,0,0,37,,0.24678567059563644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,1.0,0.0,1.0,0.0,-572.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
104753,1,0,0,0,1,4,180000.0,314100.0,19111.5,225000.0,6,5,4,0,1,0.020246,-10449,-1182,-1306.0,-2902,,1,1,0,1,1,0,6,6.0,3,3,1,9,0,0,0,0,0,0,37,0.3947079993829789,0.21251748247934232,0.3139166772114369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,2.0,1.0,2.0,1.0,-602.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108216,0,0,0,1,1,0,720000.0,1255680.0,45234.0,1125000.0,1,0,1,1,1,0.04622,-16503,-3710,-4457.0,-8,1.0,1,1,0,1,0,0,10,2.0,1,1,6,10,0,0,0,0,0,0,3,,0.7414841907340338,0.1446481462546413,0.1093,,0.9861,,,0.12,0.1034,0.3333,,,,,,,0.1113,,0.9861,,,0.1208,0.1034,0.3333,,,,,,,0.1103,,0.9861,,,0.12,0.1034,0.3333,,,,,,,0,0,0.09300000000000001,5,0,0.0,0.0,0.0,0.0,-1814.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,6.0
105814,0,0,0,1,1,0,112500.0,610483.5,22059.0,454500.0,6,1,4,1,1,0.020246,-20232,365243,-915.0,-915,3.0,1,0,0,1,0,1,10,2.0,3,3,2,9,0,0,0,0,0,0,53,0.7669693587407987,0.02441056429445667,0.5334816299804352,,,0.9871,,,0.08,0.069,0.3333,,,,0.0693,,,,,0.9871,,,0.0806,0.069,0.3333,,,,0.0722,,,,,0.9871,,,0.08,0.069,0.3333,,,,0.0706,,,0,0,0.0654,7,0,4.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
113044,1,0,0,0,0,0,193500.0,1024740.0,43546.5,900000.0,6,5,4,2,4,0.011657,-18591,-1702,-1458.0,-1931,,1,1,0,1,0,0,10,1.0,1,1,6,12,0,0,0,0,0,0,33,0.784098725959043,0.6867871035879115,0.3656165070113335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0.0,0.0,0.0,0.0,-487.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
103845,1,0,0,1,1,3,135000.0,414792.0,21847.5,315000.0,1,5,4,1,1,0.030755,-11339,-487,-4013.0,-2822,12.0,1,1,0,1,1,0,2,5.0,2,2,0,9,0,0,0,0,0,0,29,0.451244795673693,0.05016533798781138,0.04825898346784866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,2.0,0.0,2.0,0.0,-2645.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
105905,0,0,1,1,1,0,184500.0,1363500.0,50530.5,1363500.0,5,5,4,1,1,0.016612000000000002,-8808,-1268,-6613.0,-1482,7.0,1,1,0,1,0,0,6,2.0,2,2,1,11,0,0,0,0,0,0,47,0.4158887963335912,0.5467707124974629,0.5190973382084597,0.0247,0.0416,0.9901,0.8640000000000001,0.0025,0.0,0.069,0.125,0.0417,0.027999999999999997,0.0202,0.0326,0.0,0.0,0.0252,0.0431,0.9901,0.8693,0.0026,0.0,0.069,0.125,0.0417,0.0287,0.022000000000000002,0.034,0.0,0.0,0.025,0.0416,0.9901,0.8658,0.0026,0.0,0.069,0.125,0.0417,0.0285,0.0205,0.0332,0.0,0.0,3,0,0.0342,5,0,0.0,0.0,0.0,0.0,-64.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
114417,1,0,0,0,0,2,135000.0,544369.5,14359.5,430672.5,5,5,4,1,1,0.010147,-13332,-1130,-3839.0,-820,,1,1,0,1,0,0,6,4.0,2,2,5,10,0,0,0,0,0,0,42,0.35188301057401783,0.2325900310728283,0.10684194768082178,0.1608,0.0382,0.9901,0.8640000000000001,0.024,0.0,0.4828,0.1667,0.2083,,0.1311,0.1629,,0.0381,0.1639,0.0396,0.9901,0.8693,0.0242,0.0,0.4828,0.1667,0.2083,,0.1433,0.1698,,0.0403,0.1624,0.0382,0.9901,0.8658,0.0242,0.0,0.4828,0.1667,0.2083,,0.1334,0.1659,,0.0389,4,0,0.1282,5,0,2.0,0.0,2.0,0.0,-282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
115355,0,0,1,0,0,0,270000.0,1336500.0,43114.5,1336500.0,1,5,4,3,1,0.01885,-11337,-197,-9160.0,-2102,,1,1,0,1,0,1,9,1.0,2,2,0,13,0,1,1,0,1,1,45,0.4403933047441023,0.3886889837503668,0.1940678276718812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0.0,0.0,0.0,0.0,-310.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
120550,0,0,0,0,1,1,67500.0,273024.0,18373.5,216000.0,6,2,4,3,1,0.031329,-9571,-2734,-6200.0,-2190,,1,1,0,1,0,0,3,2.0,2,2,5,13,0,0,0,0,0,0,24,0.2206668008592779,0.5688116111747552,0.18411615593071512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0.0,0.0,0.0,0.0,-337.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
110741,1,0,0,1,1,0,360000.0,728460.0,62653.5,675000.0,6,5,2,0,1,0.072508,-8960,-260,-6969.0,-87,3.0,1,1,0,1,1,1,12,2.0,1,1,2,16,0,0,0,0,0,0,30,0.5160962160822538,0.18584209180439565,,0.1113,0.1511,0.9831,0.7688,0.0,0.04,0.0345,0.625,0.6667,0.0542,0.0908,0.1025,0.0,0.0122,0.1134,0.1568,0.9831,0.7779,0.0,0.0403,0.0345,0.625,0.6667,0.0554,0.0992,0.1068,0.0,0.0129,0.1124,0.1511,0.9831,0.7719,0.0,0.04,0.0345,0.625,0.6667,0.0551,0.0923,0.1043,0.0,0.0124,3,0,0.0832,4,0,1.0,0.0,1.0,0.0,-440.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
122001,0,0,1,0,1,1,90000.0,381528.0,18684.0,315000.0,6,5,4,1,1,0.030755,-10574,-1843,-4096.0,-2704,,1,1,1,1,0,0,17,3.0,2,2,4,10,0,0,0,0,1,1,37,0.1875332303869772,0.6055213202778659,0.7281412993111438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,2.0,0.0,2.0,0.0,-1126.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
114919,1,0,0,1,1,2,90000.0,1125000.0,33025.5,1125000.0,6,0,4,1,1,0.026392,-16231,-4505,-8191.0,-4012,12.0,1,1,1,1,1,0,8,4.0,2,2,6,17,0,0,0,0,0,0,45,,0.7427814878262304,0.7992967832109371,0.1062,,0.9806,,,0.0,0.2069,0.1667,,0.1165,,0.0886,,0.0613,0.1082,,0.9806,,,0.0,0.2069,0.1667,,0.1191,,0.0923,,0.0649,0.1072,,0.9806,,,0.0,0.2069,0.1667,,0.1185,,0.0901,,0.0626,0,0,0.0992,5,0,10.0,0.0,10.0,0.0,-298.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
115584,0,0,0,1,0,1,360000.0,454500.0,51534.0,454500.0,6,5,1,1,1,0.035792000000000004,-11822,-1079,-447.0,-529,9.0,1,1,0,1,0,0,2,3.0,2,2,6,13,0,0,0,0,0,0,27,,0.599750732812749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,1.0,0.0,1.0,0.0,-2849.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
116159,1,0,0,0,0,1,108000.0,828837.0,27522.0,715500.0,6,5,1,1,1,0.018029,-11118,-385,-6798.0,-2121,,1,1,0,1,0,0,6,3.0,3,3,5,9,0,0,0,1,1,0,45,0.4014262751857661,0.4983891549072666,,0.19899999999999998,0.1228,0.9876,0.8232,0.0709,0.0,0.4828,0.1667,0.2083,0.0558,0.1614,0.195,0.0039,0.0277,0.2027,0.1274,0.9876,0.8301,0.0715,0.0,0.4828,0.1667,0.2083,0.057,0.1763,0.2032,0.0039,0.0294,0.2009,0.1228,0.9876,0.8256,0.0713,0.0,0.4828,0.1667,0.2083,0.0567,0.1642,0.1986,0.0039,0.0283,3,0,0.1594,4,0,0.0,0.0,0.0,0.0,-567.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
116670,0,1,0,1,0,0,67500.0,180000.0,9000.0,180000.0,1,5,1,3,1,0.025164,-10442,-2000,-5107.0,-3016,28.0,1,1,0,1,0,0,4,1.0,2,2,1,16,0,0,0,0,0,0,38,0.4315273348076677,0.5631552892771103,0.7295666907060153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,2.0,0.0,2.0,0.0,-1450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120805,1,0,0,0,1,1,99000.0,814041.0,23931.0,679500.0,6,5,4,1,1,0.018634,-17195,-3655,-8524.0,-737,,1,1,1,1,1,0,10,3.0,2,2,4,18,0,0,0,0,0,0,45,,0.5990156056895811,0.6430255641096323,0.0907,0.1212,0.9886,,,0.0,0.2759,0.1667,,0.021,,0.0975,,0.0423,0.0924,0.1257,0.9886,,,0.0,0.2759,0.1667,,0.0215,,0.1016,,0.0448,0.0916,0.1212,0.9886,,,0.0,0.2759,0.1667,,0.0214,,0.0993,,0.0432,0,0,0.0925,5,0,0.0,0.0,0.0,0.0,-2381.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
112790,0,0,0,0,1,0,193500.0,67765.5,7425.0,58500.0,1,5,4,1,1,0.018634,-11281,-439,-564.0,-2665,,1,1,1,1,0,0,6,2.0,2,2,1,9,0,0,0,0,0,0,37,,0.5808892553573308,,,,0.9871,,,,,,,,,0.0521,,,,,0.9871,,,,,,,,,0.0542,,,,,0.9871,,,,,,,,,0.053,,,0,1,0.0417,7,0,0.0,0.0,0.0,0.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
117061,0,0,1,1,0,2,180000.0,1350000.0,39604.5,1350000.0,6,0,4,1,1,0.003818,-13039,-1326,-654.0,-4413,23.0,1,1,0,1,0,0,10,4.0,2,2,1,5,0,0,0,0,1,1,25,,0.6699042079616193,0.2940831009471255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,9.0,0.0,9.0,0.0,-1668.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
114216,0,0,0,0,0,0,225000.0,675000.0,25015.5,675000.0,6,5,1,1,5,0.009175,-13713,-603,-2045.0,-4545,,1,1,0,1,0,0,2,2.0,2,2,0,10,0,0,0,1,1,0,37,0.5956956593455045,0.2026592779006333,0.7597121819739279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,2.0,1.0,2.0,1.0,-167.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
105236,0,0,1,1,1,0,135000.0,254700.0,30357.0,225000.0,5,5,4,1,1,0.020713,-20063,-1873,-4486.0,-3618,24.0,1,1,0,1,0,1,17,2.0,3,3,3,6,0,0,0,0,0,0,3,0.7726100336275794,0.653617015815353,0.07596568132476847,0.0619,0.0492,0.9737,0.6396,0.0065,0.0,0.1034,0.1667,0.2083,0.0319,0.0504,0.0513,0.0,0.0,0.063,0.051,0.9737,0.6537,0.0066,0.0,0.1034,0.1667,0.2083,0.0326,0.0551,0.0534,0.0,0.0,0.0625,0.0492,0.9737,0.6444,0.0065,0.0,0.1034,0.1667,0.2083,0.0324,0.0513,0.0522,0.0,0.0,3,0,0.0439,4,0,2.0,0.0,2.0,0.0,-605.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
107593,1,0,0,0,0,0,112500.0,400500.0,19476.0,400500.0,6,5,4,1,0,0.018801,-10891,-1781,-2976.0,-1944,,1,1,0,1,0,0,11,2.0,2,2,1,8,0,0,0,0,0,0,45,0.3278325413578964,0.584276653598903,0.21396685226179807,0.2247,0.1199,0.9851,0.7959999999999999,0.0848,0.16,0.1379,0.3333,0.375,0.0969,0.1832,0.1659,,0.0,0.22899999999999998,0.1244,0.9851,0.804,0.0855,0.1611,0.1379,0.3333,0.375,0.0991,0.2002,0.1729,,0.0,0.2269,0.1199,0.9851,0.7987,0.0853,0.16,0.1379,0.3333,0.375,0.0986,0.1864,0.1689,,0.0,3,0,0.1305,4,0,7.0,1.0,7.0,0.0,-998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
107498,0,0,1,0,1,0,148500.0,900000.0,32458.5,900000.0,6,0,4,3,1,0.015221,-19738,-1877,-3974.0,-3024,,1,1,1,1,0,0,17,1.0,2,2,5,8,0,0,0,0,0,0,45,0.3494636676714196,0.5407164313393367,0.13094715293601816,0.1186,0.1303,0.9821,0.7552,,0.0,0.2759,0.1667,0.0417,0.1104,,0.1096,,0.0156,0.1208,0.1352,0.9821,0.7648,,0.0,0.2759,0.1667,0.0417,0.1129,,0.1142,,0.0165,0.1197,0.1303,0.9821,0.7585,,0.0,0.2759,0.1667,0.0417,0.1123,,0.1116,,0.016,3,0,0.0985,4,0,0.0,0.0,0.0,0.0,-860.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
101231,1,0,1,1,1,0,360000.0,343800.0,16852.5,225000.0,6,5,4,1,1,0.016612000000000002,-14073,-900,-8214.0,-3811,16.0,1,1,0,1,0,0,13,2.0,2,2,2,16,0,0,0,0,1,1,55,,0.5553721641907977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0.0,0.0,0.0,0.0,-545.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105279,0,0,0,0,1,0,157500.0,202500.0,9738.0,202500.0,1,2,1,3,1,0.018209,-19984,-917,-6586.0,-2677,,1,1,0,1,0,0,10,1.0,3,3,1,6,0,0,0,0,0,0,27,0.4748954257102091,0.5273800140106505,0.6479768603302221,0.3753,0.2618,0.9846,0.7892,0.0188,0.4,0.3448,0.3333,0.0417,0.2208,0.3043,0.3968,0.0077,0.0058,0.3824,0.2717,0.9846,0.7975,0.0189,0.4028,0.3448,0.3333,0.0417,0.2259,0.3324,0.4135,0.0078,0.0061,0.3789,0.2618,0.9846,0.792,0.0189,0.4,0.3448,0.3333,0.0417,0.2247,0.3095,0.40399999999999997,0.0078,0.0059,3,0,0.3236,4,0,4.0,0.0,4.0,0.0,-453.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
122471,0,0,0,0,0,0,135000.0,675000.0,34596.0,675000.0,6,5,4,0,1,0.008019,-8460,-184,-8363.0,-1122,,1,1,1,1,0,0,12,2.0,2,2,0,12,0,0,0,0,0,0,12,0.20086210240869207,0.6777953307688533,0.5442347412142162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,1.0,1.0,1.0,1.0,-885.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
121342,1,0,0,0,0,0,76500.0,431280.0,23395.5,360000.0,6,1,4,1,1,0.0228,-21133,365243,-7840.0,-4607,,1,0,0,1,1,0,10,2.0,2,2,4,16,0,0,0,0,0,0,53,,0.6255195262238211,0.10684194768082178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,7,2,0.0,0.0,0.0,0.0,-1415.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0
